Cidades Brasileiras,,,,,,,,
Fonte: https://www.kaggle.com/crisparada/brazilian-cities/downloads/brazilian-cities.zip/6,,,,,,,,
,,,,,,,,
Município,Estado,IBGE_1-4,IDHM,IDHM_Renda,IDHM_Educacao,GDP_CAPITA,COMP_P,Valor Vazio
Ribeirão Corrente,SP,199,0.711,0.688,0.642,24406.16,1,0
Patu,RN,641,0.618,0.599,0.513,8327.81,4,0
Siriri,SE,239,0.609,0.565,0.541,11753.58,0,0
Cacique Doble,RS,152,0.662,0.677,0.528,19941.21,7,0
Erebango,RS,91,0.71,0.689,0.626,31661.36,4,0
Santo Antônio Do Pinhal,SP,149,0.706,0.685,0.632,14222.23,5,0
Riqueza,SC,110,0.71,0.702,0.624,19390.38,7,0
Putinga,RS,52,0.715,0.745,0.563,21841.6,1,0
Dois Lajeados,RS,61,0.757,0.775,0.67,26180.85,3,0
Coroaci,MG,257,0.626,0.613,0.493,8565.33,7,0
Cristino Castro,PI,546,0.57,0.586,0.434,8490.79,2,0
Mortugaba,BA,355,0.618,0.598,0.513,6941.83,17,0
Nipoã,SP,226,0.713,0.701,0.636,17638.77,0,0
Igarapé Grande,MA,491,0.614,0.578,0.536,7352.96,1,0
Pareci Novo,RS,44,0.75,0.738,0.668,22775.25,5,0
Mirinzal,MA,672,0.622,0.546,0.582,5764.28,18,0
Curimatá,PI,510,0.607,0.574,0.527,7553.71,6,0
Passa Sete,RS,9,0.622,0.639,0.482,15207.34,5,0
Assis Brasil,AC,349,0.588,0.578,0.456,12134.14,1,0
Central De Minas,MG,256,0.665,0.663,0.54,11609.55,1,0
Ponto Belo,ES,311,0.669,0.631,0.605,10517.49,5,0
Ibarama,RS,44,0.652,0.686,0.511,17894.79,3,0
Cabrália Paulista,SP,201,0.69,0.667,0.619,18464.94,6,0
Pirpirituba,PB,517,0.595,0.566,0.499,7570.07,2,0
Itirapuã,SP,294,0.71,0.673,0.636,12244.56,2,0
Brejo Grande Do Araguaia,PA,375,0.591,0.588,0.473,10589.35,0,0
Mucurici,ES,184,0.67,0.617,0.577,12931.95,3,0
Três Arroios,RS,43,0.79,0.843,0.689,26388.4,3,0
Pinheirinho Do Vale,RS,45,0.71,0.713,0.607,15282.37,7,0
Santana Do Jacaré,MG,183,0.647,0.655,0.523,14814.35,3,0
Senador Firmino,MG,203,0.644,0.639,0.505,9251.77,8,0
Dona Francisca,RS,98,0.7,0.718,0.568,19846.11,4,0
Divino De São Lourenço,ES,107,0.632,0.622,0.496,14309.32,3,0
Itatiba Do Sul,RS,79,0.68,0.696,0.567,15855.25,13,0
Álvaro De Carvalho,SP,186,0.688,0.669,0.605,9771.95,3,0
Mariano Moro,RS,51,0.73,0.763,0.604,22091.03,1,0
Caldazinha,GO,97,0.685,0.669,0.591,12144.12,0,0
Pouso Novo,RS,29,0.715,0.765,0.566,22787.6,0,0
Selvíria,MS,262,0.682,0.668,0.576,306138.63,2,0
Gavião Peixoto,SP,202,0.72,0.687,0.676,182468,6,0
Saudade Do Iguaçu,PR,154,0.7,0.695,0.611,148439.7,3,0
Santana Do Mundaú,AL,380,0.519,0.513,0.362,71759.71,9,0
Brejo Alegre,SP,106,0.71,0.702,0.618,274572.12,1,0
Meridiano,SP,108,0.731,0.717,0.667,184602.58,0,0
Sandovalina,SP,185,0.71,0.665,0.659,143674.04,3,0
Conde,PB,1221,0.618,0.591,0.5,24305.29,19,0
Itapebi,BA,562,0.57,0.568,0.458,53223.86,0,0
Tapira,MG,127,0.71,0.759,0.561,119080.12,3,0
Santa Rita Do Trivelato,MT,105,0.735,0.738,0.632,167966.16,4,0
Muitos Capões,RS,43,0.7,0.711,0.558,162877.51,0,0
Cairu,BA,544,0.627,0.6,0.51,25163.04,14,0
Marapoama,SP,83,0.752,0.736,0.679,146456.19,2,0
Perolândia,GO,107,0.68,0.691,0.538,134919.66,1,0
Glória Do Goitá,PE,1141,0.604,0.57,0.506,13441.97,5,0
Nova Maringá,MT,185,0.66,0.702,0.509,50954.47,4,0
Turvelândia,GO,248,0.691,0.671,0.605,81567.2,6,0
Branquinha,AL,488,0.513,0.534,0.362,36881.55,3,0
Vicência,PE,953,0.605,0.551,0.534,12194.26,21,0
Alto Horizonte,GO,276,0.72,0.709,0.624,69673.86,0,0
Pinhal Da Serra,RS,22,0.65,0.641,0.513,181845.18,1,0
Rodeiro,MG,288,0.67,0.703,0.532,47670.71,7,0
Parazinho,RN,221,0.55,0.543,0.424,70768.59,0,0
Vitorino,PR,220,0.7,0.728,0.582,51042.23,2,0
Jaborandi,BA,166,0.613,0.572,0.508,37817.2,0,0
São Miguel Do Gostoso,RN,297,0.591,0.558,0.468,36203.29,4,0
Nísia Floresta,RN,581,0.622,0.601,0.518,12524.23,4,0
Vargem Bonita,SC,150,0.718,0.705,0.656,72899.99,2,0
Ijaci,MG,259,0.71,0.663,0.654,52422.7,1,0
Bandeirantes,MS,227,0.68,0.694,0.537,47706.61,3,0
Santo Antônio Do Aracanguá,SP,288,0.757,0.71,0.728,38820.77,7,0
Lindolfo Collor,RS,252,0.71,0.712,0.601,55523.23,8,0
Davinópolis,GO,81,0.716,0.702,0.606,148316.37,0,0
Governador Edison Lobão,MA,611,0.629,0.589,0.552,17227.18,1,0
Suzanápolis,SP,105,0.7,0.665,0.631,81964.79,2,0
Caaporã,PB,1273,0.602,0.565,0.509,14109.49,4,0
São José Do Xingu,MT,298,0.657,0.703,0.487,55460.43,3,0
General Carneiro,PR,622,0.652,0.638,0.532,21201.95,11,0
Santa Maria Das Barreiras,PA,542,0.544,0.555,0.37,14579.98,2,0
Serra Do Mel,RN,229,0.614,0.574,0.521,25343.66,5,0
Cariri Do Tocantins,TO,148,0.662,0.639,0.549,69814.24,0,0
Careiro Da Várzea,AM,71,0.568,0.523,0.45,10321.25,1,0
Tibau Do Sul,RN,303,0.645,0.672,0.504,21070.38,5,0
Nova Campina,SP,385,0.65,0.598,0.577,30175.15,14,0
São Sebastião Do Oeste,MG,171,0.626,0.678,0.434,43501.79,1,0
Água Fria De Goiás,GO,153,0.67,0.672,0.55,49715.24,1,0
Capão Do Cipó,RS,31,0.672,0.639,0.552,80672.37,0,0
Pitimbu,PB,815,0.57,0.538,0.456,14530.78,1,0
Campos Lindos,TO,436,0.544,0.578,0.377,28646.42,0,0
Rio Quente,GO,193,0.731,0.707,0.629,68261.68,1,0
Juti,MS,209,0.623,0.646,0.485,42057.73,3,0
Piaçabuçu,AL,760,0.57,0.538,0.479,14973.06,4,0
Paulo Frontin,PR,113,0.708,0.688,0.639,36780.4,8,0
Cumaru Do Norte,PA,260,0.55,0.635,0.33,20928.36,8,0
Jaraguari,MS,115,0.664,0.668,0.53,38322.73,1,0
Tamarana,PR,321,0.621,0.628,0.46,19025.14,10,0
Arês,RN,667,0.606,0.587,0.523,18474.19,1,0
Jijoca De Jericoacoara,CE,376,0.652,0.614,0.625,13573.99,13,0
Placas,PA,391,0.552,0.541,0.404,8882.55,29,0
Bom Jesus Do Araguaia,MT,205,0.66,0.665,0.555,42323.8,2,0
Nova Olinda,TO,600,0.631,0.614,0.535,22369.86,2,0
São Sebastião Da Bela Vista,MG,162,0.69,0.687,0.569,47786.48,1,0
Felixlândia,MG,608,0.648,0.651,0.514,16944.68,7,0
Catas Altas,MG,229,0.684,0.665,0.582,48746.71,3,0
Conceição Da Feira,BA,873,0.634,0.606,0.548,11187.56,5,0
Jateí,MS,112,0.708,0.716,0.579,63280.38,6,0
São Jorge D'Oeste,PR,250,0.722,0.705,0.656,27420.61,18,0
Bom Jesus Das Selvas,MA,1334,0.56,0.537,0.431,7530.74,1,0
Lagoa Seca,PB,977,0.627,0.621,0.516,9236.18,4,0
Renascença,PR,213,0.733,0.746,0.63,36089.39,8,0
Barrocas,BA,362,0.61,0.574,0.503,15517.36,1,0
Botuverá,SC,44,0.72,0.741,0.604,49685.15,3,0
Sangão,SC,329,0.7,0.725,0.554,20777.27,6,0
Alto Alegre,RR,380,0.542,0.518,0.379,15495.83,1,0
Capitão Enéas,MG,777,0.639,0.573,0.565,16407.86,12,0
Macaparana,PE,882,0.609,0.571,0.508,9826.77,8,0
General Carneiro,MT,118,0.67,0.645,0.569,46225.42,3,0
Paula Freitas,PR,177,0.72,0.699,0.622,41634.65,7,0
Guatambú,SC,94,0.72,0.716,0.626,50990.53,3,0
Luiziana,PR,253,0.67,0.659,0.58,32354.84,5,0
Pendências,RN,661,0.631,0.633,0.526,16158.28,15,0
Edealina,GO,111,0.7,0.722,0.594,63109.02,2,0
Baixa Grande Do Ribeiro,PI,539,0.564,0.537,0.446,21051.99,12,0
Jacareacanga,PA,513,0.505,0.577,0.279,26873.15,1,0
Mataraca,PB,548,0.536,0.533,0.427,28446.28,1,0
Lagoa Nova,RN,328,0.585,0.542,0.483,15242.76,6,0
Ventania,PR,443,0.65,0.633,0.543,20722.91,4,0
Ipuaçu,SC,68,0.66,0.674,0.54,31776.01,4,0
Maraú,BA,234,0.593,0.643,0.404,10918.37,1,0
Rio Fortuna,SC,52,0.81,0.848,0.727,50246.61,4,0
Barão De Grajaú,MA,652,0.59,0.578,0.484,12470.97,4,0
Alto Alegre Dos Parecis,RO,212,0.59,0.603,0.443,16438.94,3,0
Porteirão,GO,193,0.684,0.716,0.541,61808.27,2,0
Olhos-D'Água,MG,247,0.626,0.607,0.498,38287.29,2,0
Dores De Campos,MG,403,0.69,0.671,0.585,22280.89,3,0
Fátima,BA,350,0.56,0.554,0.459,12057.66,3,0
Quarto Centenário,PR,147,0.71,0.724,0.603,46240.7,1,0
Campo Novo De Rondônia,RO,256,0.593,0.667,0.404,15398.06,8,0
Caetanópolis,MG,389,0.706,0.674,0.617,19426.26,3,0
Alto Alegre Do Maranhão,MA,1642,0.55,0.516,0.444,8152.96,19,0
Nossa Senhora Do Livramento,MT,254,0.638,0.6,0.529,17131.56,28,0
Jussara,PR,312,0.718,0.716,0.619,30532.36,6,0
Itanhangá,MT,216,0.71,0.699,0.597,33881.91,9,0
Pedra Grande,RN,80,0.56,0.526,0.43,62196.89,0,0
Vila Propício,GO,103,0.634,0.629,0.505,37431.13,1,0
Raposa,MA,1870,0.626,0.568,0.587,6943.26,3,0
Rafael Jambeiro,BA,419,0.564,0.538,0.435,8923.76,0,0
São Gonçalo Do Abaeté,MG,264,0.67,0.665,0.568,30603.08,5,0
Passira,PE,601,0.59,0.559,0.487,7166.38,2,0
Lagoa Grande,MG,357,0.679,0.678,0.568,22099.55,4,0
Coxilha,RS,85,0.706,0.693,0.586,71840.72,2,0
Santa Fé De Goiás,GO,217,0.713,0.703,0.608,39387.12,2,0
Guatapará,SP,325,0.743,0.724,0.688,27492.67,3,0
Portelândia,GO,164,0.654,0.68,0.513,51122.47,4,0
Condado,PE,1464,0.602,0.581,0.527,7887.46,5,0
Tabocas Do Brejo Velho,BA,271,0.584,0.53,0.492,15709.19,15,0
Treviso,SC,78,0.774,0.737,0.714,53292.86,1,0
São João Do Oeste,SC,69,0.76,0.756,0.668,32353.49,5,0
Taquarivaí,SP,180,0.679,0.617,0.626,35787.04,8,0
Lagoa Do Carro,PE,756,0.609,0.566,0.505,11422.46,22,0
Capitólio,MG,243,0.71,0.709,0.612,23317.35,8,0
Piçarra,PA,304,0.563,0.561,0.402,15843.05,1,0
Querência Do Norte,PR,446,0.688,0.667,0.604,16295.05,11,0
Jequiá Da Praia,AL,229,0.556,0.517,0.43,16911.2,0,0
Porto Esperidião,MT,227,0.652,0.666,0.523,17191.19,4,0
Varjão De Minas,MG,321,0.711,0.673,0.631,28896.03,5,0
Gentio Do Ouro,BA,310,0.56,0.523,0.45,17029.24,0,0
Saltinho,SP,248,0.79,0.771,0.75,24936.83,7,0
Dormentes,PE,464,0.589,0.558,0.495,10659.92,13,0
Paranatama,PE,146,0.537,0.528,0.418,17215.05,2,0
Carmo De Minas,MG,605,0.682,0.668,0.562,13269.46,12,0
Ilicínea,MG,491,0.68,0.665,0.571,15903.65,5,0
Jandaíra,BA,447,0.55,0.511,0.435,17506.04,0,0
Paranã,TO,402,0.595,0.588,0.461,18348.55,3,0
Camutanga,PE,377,0.606,0.57,0.514,22866.63,1,0
São José Da Coroa Grande,PE,643,0.608,0.585,0.522,9359.37,5,0
Traipu,AL,628,0.532,0.499,0.395,6881.21,42,0
São Roque De Minas,MG,201,0.672,0.699,0.517,27196.38,8,0
Guamiranga,PR,130,0.669,0.657,0.568,22437.02,8,0
Cotriguaçu,MT,379,0.601,0.623,0.423,10501.6,3,0
Serranópolis Do Iguaçu,PR,118,0.762,0.778,0.662,41063.41,4,0
Pranchita,PR,151,0.752,0.743,0.696,34444.59,2,0
Cruz,CE,478,0.632,0.573,0.586,7947.85,31,0
Cordilheira Alta,SC,72,0.747,0.735,0.662,44261.76,3,0
Santa Terezinha,SC,95,0.669,0.637,0.575,21237.59,3,0
Lucena,PB,737,0.583,0.577,0.469,14473.22,4,0
Guairaçá,PR,279,0.693,0.698,0.574,28578.25,2,0
Timbó Grande,SC,300,0.659,0.634,0.565,24357.5,2,0
Cabeceira Grande,MG,357,0.648,0.638,0.542,26972.39,2,0
Rodrigues Alves,AC,397,0.57,0.518,0.477,10508.27,12,0
Vitória Do Jari,AP,977,0.619,0.587,0.517,12472.79,10,0
Terezópolis De Goiás,GO,355,0.685,0.655,0.615,24369.39,0,0
Coronel Sapucaia,MS,556,0.589,0.607,0.417,12256.71,9,0
Francisco Alves,PR,246,0.669,0.669,0.57,28626.89,10,0
Machados,PE,560,0.578,0.541,0.466,11725.55,1,0
Madre De Deus De Minas,MG,189,0.7,0.667,0.598,35452.45,5,0
Santa Margarida Do Sul,RS,29,0.66,0.691,0.484,72488.38,0,0
Ressaquinha,MG,134,0.68,0.638,0.599,37445.23,0,0
Floresta,PR,266,0.736,0.707,0.691,27684.95,2,0
Pacatuba,SE,249,0.555,0.514,0.454,12630,12,0
Braganey,PR,172,0.701,0.689,0.627,31587.83,3,0
Brasilândia Do Sul,PR,108,0.68,0.68,0.572,60288.94,2,0
Governador Dix-Sept Rosado,RN,411,0.59,0.564,0.485,13669.02,9,0
Santa Maria Do Oeste,PR,168,0.609,0.6,0.477,16489.88,9,0
São Sebastião Da Boa Vista,PA,838,0.56,0.52,0.439,7000.23,0,0
São Pedro Do Iguaçu,PR,211,0.68,0.687,0.581,28184.41,2,0
Honório Serpa,PR,94,0.68,0.645,0.612,31274.57,3,0
Juruaia,MG,227,0.723,0.794,0.553,17393.01,2,0
Chaves,PA,222,0.453,0.516,0.234,7797.18,0,0
Igaratá,SP,209,0.711,0.683,0.616,18916.28,9,0
Igrapiúna,BA,301,0.574,0.565,0.424,12418.3,2,0
Anori,AM,893,0.561,0.54,0.433,8972.25,1,0
Santo Antônio Da Barra,GO,178,0.691,0.665,0.593,37196.51,5,0
Lambari D'Oeste,MT,210,0.627,0.67,0.467,30246.61,0,0
Balneário Barra Do Sul,SC,380,0.716,0.713,0.611,17487.39,8,0
Morro Grande,SC,34,0.701,0.742,0.548,60346.88,2,0
Uarini,AM,761,0.527,0.535,0.378,13244.83,2,0
São Romão,MG,487,0.64,0.586,0.568,14992.88,7,0
Rochedo,MS,102,0.65,0.676,0.491,33139.35,6,0
Marechal Thaumaturgo,AC,413,0.501,0.479,0.361,10084.48,3,0
Primavera,PE,497,0.58,0.572,0.444,11906.16,3,0
Barra Do Quaraí,RS,199,0.662,0.659,0.548,41392.48,0,0
Canarana,BA,752,0.59,0.555,0.496,6519.35,19,0
Messias,AL,1097,0.568,0.557,0.46,9785.62,3,0
Capixaba,AC,336,0.575,0.601,0.398,16085.3,3,0
Camargo,RS,48,0.736,0.762,0.612,63841.64,1,0
Paulo Lopes,SC,240,0.716,0.707,0.6,23731.3,3,0
Santa Luzia Do Itanhy,SE,240,0.545,0.513,0.414,12374.15,0,0
Andorinha,BA,362,0.588,0.586,0.474,11074.3,2,0
Peritoró,MA,695,0.564,0.499,0.464,7528.58,1,0
Cachoeira Do Piriá,PA,531,0.473,0.449,0.303,5338.15,0,0
Novo Mundo,MT,194,0.674,0.652,0.577,20062.35,2,0
Coronel Domingos Soares,PR,125,0.6,0.609,0.447,22518.77,2,0
Boqueirão,PB,825,0.607,0.592,0.496,9641.82,21,0
Barra De Santo Antônio,AL,983,0.557,0.552,0.428,10760.86,3,0
Maracajá,SC,179,0.768,0.752,0.699,24075.11,3,0
Theobroma,RO,138,0.589,0.622,0.434,14958,2,0
Aldeias Altas,MA,1343,0.513,0.5,0.374,6481.02,36,0
Atalaia Do Norte,AM,598,0.45,0.481,0.259,9085.35,0,0
Ouro Verde Do Oeste,PR,218,0.71,0.688,0.634,28160.13,0,0
Morro Da Garça,MG,69,0.648,0.619,0.538,64603.83,2,0
Guaiúba,CE,1216,0.617,0.546,0.56,6449.79,5,0
Delfinópolis,MG,231,0.74,0.702,0.661,23486.48,7,0
Matões,MA,1225,0.55,0.519,0.434,5065.83,1,0
Monte Castelo,SC,273,0.675,0.641,0.581,19824.65,10,0
Salinas Da Margarida,BA,399,0.617,0.575,0.561,10759.51,16,0
Glória,BA,180,0.593,0.563,0.479,10588.92,19,0
Janiópolis,PR,179,0.696,0.688,0.593,27858.29,9,0
Rio Das Antas,SC,150,0.7,0.727,0.569,26765.66,2,0
Nova Lacerda,MT,203,0.636,0.643,0.485,26820.22,4,0
Igaporã,BA,442,0.614,0.586,0.516,10274.23,4,0
Ribeirão Grande,SP,143,0.705,0.643,0.676,21635.97,6,0
Porto Real Do Colégio,AL,463,0.551,0.513,0.431,8197.7,5,0
São João Do Manhuaçu,MG,247,0.65,0.659,0.498,14728.4,2,0
Antônio Olinto,PR,33,0.66,0.626,0.547,21840.93,5,0
Sátiro Dias,BA,263,0.527,0.524,0.379,8126.17,22,0
Goioxim,PR,119,0.64,0.593,0.547,22052.81,0,0
Nova Marilândia,MT,142,0.7,0.68,0.623,52652.9,4,0
Pacaraima,RR,400,0.65,0.624,0.558,13547.3,0,0
São Tomé,PR,222,0.725,0.707,0.66,28890.22,1,0
Governador Jorge Teixeira,RO,160,0.596,0.627,0.444,16447.33,3,0
Campo Bonito,PR,147,0.68,0.69,0.562,38487.93,3,0
Caseara,TO,217,0.66,0.647,0.534,31125.63,1,0
Morro Reuter,RS,99,0.743,0.733,0.653,26210.21,9,0
Ribeira Do Amparo,BA,124,0.512,0.503,0.384,10514.54,22,0
Novo Horizonte Do Sul,MS,169,0.649,0.656,0.523,38315.48,1,0
Monte Carlo,SC,517,0.643,0.648,0.511,16408.47,5,0
Prados,MG,306,0.69,0.66,0.574,17753.4,6,0
Pérola D'Oeste,PR,135,0.726,0.697,0.679,23719.02,11,0
Carlinda,MT,277,0.665,0.656,0.553,15509.98,3,0
São João Do Sul,SC,79,0.695,0.682,0.587,21883.61,7,0
Barra De São Miguel,AL,461,0.615,0.638,0.475,18946.4,7,0
Pastos Bons,MA,1032,0.61,0.54,0.559,8239.29,0,0
Perobal,PR,141,0.713,0.684,0.638,26121.83,2,0
Igarapé Do Meio,MA,590,0.569,0.53,0.506,11242.88,22,0
Alcinópolis,MS,183,0.711,0.733,0.572,30702.58,1,0
Riacho Dos Machados,MG,304,0.627,0.557,0.547,16172.5,10,0
Luzerna,SC,114,0.789,0.781,0.718,27298.23,1,0
Inajá,PE,682,0.523,0.503,0.4,6955.15,0,0
Pilar De Goiás,GO,41,0.684,0.654,0.6,60385.05,1,0
Mário Campos,MG,731,0.7,0.68,0.604,10439.31,9,0
Umburanas,BA,510,0.515,0.469,0.413,7983.19,10,0
Cajueiro,AL,1277,0.562,0.542,0.473,7196.65,17,0
Paripueira,AL,691,0.605,0.595,0.486,11800.69,3,0
Itapuã Do Oeste,RO,444,0.614,0.633,0.488,15152.5,2,0
Wanderlândia,TO,415,0.638,0.619,0.561,13178.02,1,0
Riacho Das Almas,PE,487,0.57,0.586,0.418,7549.24,30,0
Jequeri,MG,340,0.601,0.607,0.451,11835.42,12,0
Quintana,SP,258,0.732,0.689,0.703,23500.04,4,0
São José Da Boa Vista,PR,208,0.67,0.651,0.594,23390.59,9,0
Ingá,PB,732,0.59,0.573,0.471,8405.32,31,0
Araricá,RS,240,0.679,0.696,0.547,28426.24,7,0
Córrego Fundo,MG,221,0.68,0.657,0.597,24288.41,4,0
Sairé,PE,340,0.585,0.581,0.44,14815.21,2,0
Caroebe,RR,270,0.639,0.6,0.549,16245.56,1,0
Belterra,PA,500,0.588,0.548,0.478,8832.67,4,0
Pium,TO,232,0.65,0.633,0.527,20274.37,1,0
Pato Bragado,PR,158,0.747,0.745,0.694,28117.54,5,0
Canas,SP,287,0.7,0.646,0.677,30668.16,2,0
Fernandes Pinheiro,PR,138,0.645,0.647,0.525,25392.51,10,0
Teofilândia,BA,408,0.57,0.571,0.431,6448.53,35,0
Caraí,MG,596,0.56,0.549,0.405,6334.4,16,0
Ouro,SC,255,0.774,0.774,0.677,20318.63,5,0
Ocara,CE,418,0.594,0.524,0.519,5934.6,3,0
Santo Antônio Da Alegria,SP,232,0.7,0.69,0.604,22094.3,2,0
Pinheiro Preto,SC,66,0.777,0.762,0.712,43582.24,1,0
Goiatins,TO,376,0.58,0.541,0.462,11574.2,1,0
Moita Bonita,SE,246,0.59,0.596,0.429,13019.29,12,0
Guarujá Do Sul,SC,105,0.73,0.732,0.639,29030.32,3,0
Araripe,CE,972,0.564,0.515,0.459,6959.46,25,0
Alvarães,AM,775,0.527,0.499,0.377,9405.95,2,0
Reserva Do Iguaçu,PR,273,0.648,0.636,0.521,18755.37,2,0
Farol,PR,117,0.715,0.671,0.665,43913.7,1,0
Vertentes,PE,842,0.58,0.602,0.45,7282.85,4,0
Calçoene,AP,744,0.643,0.636,0.55,14204.35,9,0
Jaicós,PI,556,0.524,0.556,0.366,7797.99,28,0
Canabrava Do Norte,MT,217,0.667,0.616,0.589,31345.42,1,0
Caapiranga,AM,511,0.569,0.544,0.436,11526.96,2,0
Barreira,CE,492,0.616,0.551,0.551,6965.5,3,0
Medeiros,MG,108,0.711,0.722,0.584,38761.66,1,0
Iati,PE,619,0.528,0.518,0.369,7586.03,7,0
Maraã,AM,816,0.498,0.466,0.348,7805.4,0,0
Olho D'Água Das Cunhãs,MA,675,0.589,0.551,0.491,7532.27,35,0
Centro Novo Do Maranhão,MA,523,0.518,0.508,0.382,6762.24,2,0
Matias Cardoso,MG,401,0.616,0.584,0.501,13186.12,10,0
São Vicente De Minas,MG,273,0.715,0.673,0.644,18865.71,4,0
Balneário Arroio Do Silva,SC,429,0.746,0.753,0.642,11921.26,2,0
Cocalinho,MT,138,0.66,0.674,0.528,25801.78,1,0
São Francisco De Sales,MG,237,0.688,0.711,0.528,23063.95,1,0
Jaguaretama,CE,501,0.612,0.552,0.535,7896.49,1,0
Mirandiba,PE,521,0.591,0.512,0.525,9303.91,2,0
Cássia Dos Coqueiros,SP,81,0.73,0.68,0.673,54076.6,2,0
Fortim,CE,584,0.624,0.562,0.588,8747.31,16,0
Anadia,AL,759,0.568,0.546,0.444,7878.62,3,0
Chã De Alegria,PE,606,0.604,0.546,0.529,10546.2,1,0
Flores De Goiás,GO,191,0.597,0.583,0.457,9487.18,11,0
Pedro Do Rosário,MA,549,0.516,0.475,0.415,5628.47,1,0
Rancho Alegre D'Oeste,PR,124,0.7,0.673,0.625,49434.14,1,0
Amajari,RR,103,0.484,0.437,0.319,12332.42,1,0
Chorozinho,CE,700,0.604,0.57,0.522,7250.53,2,0
Satuba,AL,767,0.66,0.619,0.585,10056.88,14,0
Jupi,PE,528,0.575,0.56,0.487,9473.61,3,0
Agronômica,SC,95,0.741,0.774,0.595,25766.21,7,0
Ibema,PR,277,0.685,0.664,0.615,21670.88,1,0
Almirante Tamandaré Do Sul,RS,38,0.74,0.732,0.669,66107.46,5,0
Passo De Camaragibe,AL,488,0.53,0.513,0.421,8926.44,1,0
Bom Repouso,MG,313,0.653,0.647,0.523,12744.54,7,0
Iracema,RR,323,0.58,0.56,0.434,12950.41,0,0
Aroeiras,PB,636,0.55,0.537,0.411,7150.1,5,0
Castanheira,MT,220,0.665,0.671,0.547,16226.13,2,0
Humberto De Campos,MA,1074,0.535,0.443,0.455,4835.96,0,0
Quinze De Novembro,RS,99,0.76,0.783,0.655,35748.59,8,0
Pedro De Toledo,SP,444,0.696,0.654,0.634,12339.71,6,0
Capão Bonito Do Sul,RS,12,0.637,0.654,0.507,76861.48,0,0
Mascote,BA,867,0.581,0.567,0.464,9141.08,15,0
Fortaleza Do Tabocão,TO,153,0.659,0.616,0.575,52494.83,0,0
Coreaú,CE,863,0.61,0.526,0.568,5863.9,5,0
Serrita,PE,505,0.595,0.542,0.512,7074.86,3,0
Boa Vista Das Missões,RS,49,0.68,0.666,0.561,62147.83,0,0
Iguaraçu,PR,160,0.758,0.714,0.732,31259.59,1,0
Aguiarnópolis,TO,360,0.657,0.618,0.571,21344.72,2,0
Nova Ipixuna,PA,645,0.581,0.59,0.435,8391.61,1,0
Santa Terezinha,MT,177,0.609,0.596,0.498,16875.71,7,0
Brejinho,RN,614,0.59,0.585,0.492,10631.05,4,0
Martins Soares,MG,165,0.635,0.619,0.512,16577.47,2,0
Cidelândia,MA,469,0.6,0.562,0.529,9257.83,1,0
Brejão,PE,262,0.547,0.54,0.417,14875.64,7,0
Anapurus,MA,613,0.581,0.511,0.502,8618.41,1,0
Correntes,PE,644,0.536,0.551,0.385,7395.73,16,0
Cabixi,RO,191,0.65,0.65,0.559,21202.96,2,0
Pedras Grandes,SC,52,0.728,0.715,0.621,32940.31,2,0
Sarapuí,SP,382,0.71,0.699,0.621,13396.77,8,0
Vale Do Anari,RO,247,0.584,0.626,0.421,12101.06,2,0
Tangará,RN,680,0.608,0.566,0.516,8450.88,16,0
Prudente De Morais,MG,503,0.69,0.658,0.629,12649.66,7,0
Vila Boa,GO,294,0.647,0.619,0.534,23565,1,0
Nova Santa Helena,MT,118,0.71,0.745,0.603,36942.35,0,0
União De Minas,MG,170,0.672,0.684,0.534,29636.38,1,0
Gurinhém,PB,396,0.556,0.544,0.435,9326.71,3,0
Cabaceiras Do Paraguaçu,BA,317,0.581,0.525,0.49,6859.34,2,0
Arambaré,RS,122,0.691,0.694,0.57,35069.8,6,0
Canudos,BA,622,0.562,0.554,0.453,7640.73,10,0
Belo Vale,MG,153,0.655,0.672,0.514,16775.83,7,0
Cristópolis,BA,174,0.614,0.546,0.553,9146.31,0,0
Veríssimo,MG,112,0.667,0.683,0.501,33807.05,5,0
Nova Candelária,RS,34,0.759,0.794,0.643,46522.93,4,0
Itaquitinga,PE,834,0.586,0.554,0.509,7774.4,13,0
Vale Do Paraíso,RO,146,0.627,0.641,0.485,16030.46,5,0
Lindóia Do Sul,SC,61,0.743,0.747,0.636,28149.16,0,0
Cariús,CE,464,0.597,0.546,0.519,6896,13,0
Normandia,RR,259,0.594,0.52,0.502,12541.45,0,0
Monte Do Carmo,TO,227,0.622,0.608,0.489,16904.78,2,0
Gameleira De Goiás,GO,57,0.659,0.692,0.499,34753.16,3,0
Santa Rosa Do Sul,SC,215,0.705,0.702,0.618,15501.69,5,0
Anhembi,SP,278,0.721,0.681,0.637,20118.47,1,0
Araçoiaba,PE,1158,0.59,0.544,0.498,6414.12,3,0
São Miguel Do Passa Quatro,GO,120,0.7,0.681,0.619,32025.88,6,0
Balneário Gaivota,SC,232,0.728,0.734,0.622,12680.75,4,0
Acarape,CE,554,0.606,0.559,0.562,7820.13,5,0
Santa Isabel Do Rio Negro,AM,716,0.479,0.461,0.323,5558.32,0,0
Bento De Abreu,SP,119,0.74,0.706,0.712,44106.36,0,0
Madalena,CE,535,0.61,0.536,0.545,6502.59,3,0
Erval Velho,SC,54,0.723,0.736,0.592,28430.22,8,0
Muquém Do São Francisco,BA,105,0.55,0.488,0.445,10982.38,3,0
